,Match,ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As.of.2.8.2017.,SearchStringWOS,WOShits..As.of.2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF.Citation,PGF.more.citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao.note,GMPDtraits,GMPDtax,ParasiteCorrectedName.updated,close,nonclose,vector,intermediate,ParasiteReportedName,HasBinomialName,NameObservations,FLAG,NameID,NameCitation,ParType,ParPhylum,ParClass,ParOrder,ParFamily,StrainorSubsps
1093,Loa ugandis,Loa ugandis,NA,0,,,,0,1,,VR,42696,,,,,Loa ugandis      ,18400,Loa ugandis      ,0,,NEED,,VR,42696,,,,NA,0,1,No,,,,Loa ugandis,0,0,1,0,Loa ugandis,yes,"no references in primary literature, mentioned in one web document",,NA,http://specialcollections.nal.usda.gov/sites/specialcollections.nal.usda.gov/files/uploads/223-FindingAid-ContainerList3.pdf,Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1094,Longistriata dubia,Longistriata dubia,NA,0,,,,-1,3,,VR,42696,,,,,Longistriata dubia      ,43,Longistriata dubia      ,0,Longistriata/Longistrongylus (difficult to find),"Stuart et al., 1998",,VR,42696,,,,NA,0,1,No,,,,Longistriata dubia,0,1,0,0,Longistriata dubia,yes,valid name in GBIF,,GBIF ID 7034829,,Helminth,Nematoda,Secernentea,Rhabditida,Heligmosomidae,
1095,Longistrongylus albifrontis,Longistrongylus albifrontis,NA,0,,,,-1,3,,VR,42696,,,,,Longistrongylus albifrontis      ,14,Longistrongylus albifrontis      ,0,Longistriata/Longistrongylus (difficult finding),Horak 1980,,VR,42696,,,,NA,0,1,No,,,,Longistrongylus albifrontis,0,1,0,0,Longistrongylus albifrontis,yes,"There is a chance that the genus ""Longistrongylus"" has changed to "" Angiostrongylus"".",,Horak 1980,"Horak, I. G. (1980). The control of parasites in antelope in small game reserves.?Journal of the South African Veterinary Association,?51(1), 17-19.",Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
1096,Longistrongylus curvispiculum,Longistrongylus curvispiculum,NA,0,,,,-1,3,,VR,42696,,,,,Longistrongylus curvispiculum      ,38,Longistrongylus curvispiculum      ,3,Longistriata/Longistrongylus (difficult finding),Boomker and Horak 1992,,VR,42696,,,,NA,0,1,No,,,,Longistrongylus curvispiculum,0,1,0,0,Longistrongylus curvispiculum,yes,"only occurs in primates, ungulates or carnivores",,NA,"Craig, T. M. (1993). Longistrongylus curvispiculum (Nematoda: Trichostrongyloidea) in free-ranging exotic antelope in Texas.?Journal of Wildlife Diseases,?29(3), 516-517.",Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
1097,Longistrongylus meyeri,Longistrongylus meyeri,NA,0,,,,-1,3,,VR,42696,,,,,Longistrongylus meyeri      ,36,Longistrongylus meyeri      ,2,Longistriata/Longistrongylus (difficult finding),"Boomker et al., 1986",,VR,42696,,,,NA,0,1,No,,,,Longistrongylus meyeri,0,1,0,0,Longistrongylus meyeri,yes,"only occurs in primates, ungulates or carnivores",,NA,"Le Roux, P. L. ""On Longistrongylus meyeri gen. and sp. nov., a trichostrongyle parasitizing the Red Hartebeest Bubalis caama.""?Journal of Helminthology?9.03 (1931): 141-146.",Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
1098,Longistrongylus namaquensis,Longistrongylus namaquensis,NA,0,,,,-1,3,,VR,42696,,,,,Longistrongylus namaquensis      ,27,Longistrongylus namaquensis      ,0,Longistriata/Longistrongylus (difficult finding),"Horak et al., 1982",,VR,42696,,,,NA,0,1,No,,,,Longistrongylus namaquensis,0,1,0,0,Longistrongylus namaquensis,yes,"only occurs in primates, ungulates or carnivores",,NA,"Hoberg, E. P., Abrams, A., & Pilitt, P. A. (2009). Synlophe structure for species of Longistrongylus (Nematoda: Trichostrongyloidea), abomasal parasites among ungulates from sub-Saharan Africa, with comparisons to the global ostertagiine fauna.?Journal of Parasitology,?95(6), 1468-1478.",Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
1099,Longistrongylus sabie,Longistrongylus sabie,NA,0,,-1,3,-1,3,,VR,42696,,,,,Longistrongylus sabie      ,54,Longistrongylus sabie      ,2,possible sheep only,"Pletcher et al., 1984",NEED,VR,42696,,,,NA,0,1,No,,,,Longistrongylus sabie,0,1,0,0,Longistrongylus sabie,yes,"only occurs in primates, ungulates or carnivores",,NA,"Pletcher, J. M., Horak, I. G., De Vos, V., & Boomker, J. (1984). Nodular abomasitis in impala (Aepyceros melampus) caused by the nematode Longistrongylus sabie.?The Journal of parasitology, 907-910.",Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
1100,Longistrongylus schrenki,Longistrongylus schrenki,NA,0,,,,-1,3,,VR,42696,,,,,Longistrongylus schrenki      ,34,Longistrongylus schrenki      ,2,Longistriata/Longistrongylus (difficult finding),Boomker and Horak 1992,,VR,42696,,,,NA,0,1,No,,,,Longistrongylus schrenki,0,1,0,0,Longistrongylus schrenki,yes,"only occurs in primates, ungulates or carnivores",,NA,"Boomker, J., Keep, M. E., Flamand, J. R., & Horak, I. G. (1984). The helminths of various antelope species from Natal.?The Onderstepoort journal of veterinary research,?51(4), 253-256.",Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
1107,Macacanema formosana,Macacanema formosana,NA,0,,1,2,0,3,,VR,42695,0,3,"Lau_et_al._2002:_monkey_filarial_parasite,_first_report_of_M._formosana_in_humans.__Patient_could_remember_no_contact_with_animals.__Natarajan_2003_may_have_identified_another_case_in_humans_after_reading_Lau_et_al.,_but_that_article_is_a_very_short_blurb_without_a_lot_of_information.__Scoring_this_as_a_0_for_now_because_the_patient_had_no_recorded_contact_with_animals,_but_very_low_confidence_as_there_may_only_be_one_case.",0,Macacanema formosana      ,39,Macacanema formosana      ,2,"Listed as a monkey parasite, only 2 cases reported of human infection","Lau et al., 2002",,VR,42695,,Lau et al. 2002,,NA,0,1,No,,,,Macacanema formosana,0,0,1,0,Macacanema formosana,yes,valid in papers,,NA,"Wood, D. E., & Suitor, E. C. (1966). In vitro development of microfilariae of Macacanema formosana in mosquito cell cultures.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1120,Macracanthorhynchus catulinus,Macracanthorhynchus catulinus,NA,0,,-1,2,-1,2,,VR,42695,,,,0,Macracanthorhynchus catulinus      ,92,Macracanthorhynchus catulinus      ,4,"rare helminth found in foxes and wolves, no real mention of transfer to humans","Richards et al., 1995",,VR,42695,,,,NA,0,1,No,,,,Macracanthorhynchus catulinus,0,0,0,1,Macracanthorhynchus catulinus,yes,valid name in GBIF,,NA,http://www.gbif.org/species/2499626,Helminth,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,
1121,Macracanthorhynchus hirudinaceus,Macracanthorhynchus hirudinaceus,NA,0,,2,1,2,2,,VR,42695,2,1,GIDEON:_human_infection_occurs;__Acha:_swine_and_wild_boar_are_reservoirs_for_M._hirudinaceus.__Humans_get_the_parasite_via_consumption_of_beetles_(which_is_also_how_swine_and_boars_also_get_it).__No_indication_of_human-to-human_transmission,0,Macracanthorhynchus hirudinaceus      ,1090,Macracanthorhynchus hirudinaceus      ,62,Acha et al. Vol II pg 223-224,Pradatsundarasar and Pechranond 1965,,VR,42695,,,,NA,0,1,No,,,,Macracanthorhynchus hirudinaceus,0,0,0,1,Macracanthorhynchus hirudinaceus,yes,valid name in NCBI,,NCBI 1032456,,Helminth,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchida,
1126,Macracanthorhynchus ingens,Macracanthorhynchus ingens,NA,0,,1,3,2,2,,VR,42695,2,2,"GIDEON:_raccoon_parasite_reported_in_child--_Dingley_&_Beaver_1985:_first_reported_case_in_humans_(child_in_Texas).__Child_hung_out_in_an_area_frequented_by_raccoons_and_""was_known_to_eat_insects_and_parts_of_a_cricket_were_removed_from_her_mouth_by_her_physician_grandfather""__""2""_confidence_because_while_it_seems_likely,_only_one_reported_case_and_no_interraction_with_raccoon_documented,_just_seemed_likely.__",0,Macracanthorhynchus ingens      ,241,Macracanthorhynchus ingens      ,25,Gideon lists one case of human infection.  The reference it gives does not mention this case.,Dingley and Beaver 1985,,VR,42695,,Dingley & Beaver 1985,,NA,0,1,No,,,,Macracanthorhynchus ingens,0,0,0,1,Macracanthorhynchui ingens,yes,valid name in NCBI,,NCBI 60534,,Helminth,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,
1137,Mansonella atelensis,Tetrapetalonema atelensis,NA,0,,,,-1,3,,VR,42621,,,,0,Tetrapetalonema atelensis      ,18,Tetrapetalonema atelensis      ,1,,"Ferri et al., 2011",,VR,42621,,,,NA,0,0,Yes,"Mansonella (Tetrapetalonema) atelensis (Bain, Odile, et al. ""Review of the genus Mansonella Faust, 1929 sensu lato (Nematoda: Onchocercidae), with descriptions of a new subgenus and a new subspecies."" Zootaxa 3918.1 (2015): 151-93.)",Mansonella atelensis,,Tetrapetalonema atelensis,0,0,1,0,Dipetalonema atelense,yes,valid in papers,,Bain et al. 2015,"Bain, O., Mutafchiev, Y., Junker, K., Guerrero, R., Martin, C., Lefoulon, E., & Uni, S. (2015). Review of the genus Mansonella Faust, 1929 sensu lato (Nematoda: Onchocercidae), with descriptions of a new subgenus and a new subspecies. Zootaxa, 3918(2), 151-193.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1139,Mansonella colombiensis,Tetrapetalonema colombiensis,NA,0,,0,2,-1,3,,VR,42621,,,,0,Tetrapetalonema colombiensis      ,19,Tetrapetalonema colombiensis      ,1,,Esslinger 1982,,VR,42621,,,,NA,0,0,Yes,"Eberhard, M. L., and T. C. Orihel. ""The genus Mansonella (syn. Tetrapetalonema): a new classification."" Annales de parasitologie humaine et comparee 59.5 (1984): 483-496.",Mansonella colombiensis,,Tetrapetalonema colombiensis,0,0,1,0,Tetrapetalonema (T.)  colombiensis,yes,T. colombiensis synonym of Mansonella colombiensis,,Bain et al. 2015,"Bain, O., Mutafchiev, Y., Junker, K., Guerrero, R., Martin, C., Lefoulon, E., & Uni, S. (2015). Review of the genus Mansonella Faust, 1929 sensu lato (Nematoda: Onchocercidae), with descriptions of a new subgenus and a new subspecies. Zootaxa, 3918(2), 151-193.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1140,Mansonella leopoldi,Mansonella leopoldi,NA,0,,,,-1,3,,VR,42692,,,,0,Mansonella leopoldi      ,8,Mansonella leopoldi      ,1,,"Bain et al., 1995",,VR,42692,,,,NA,0,1,No,,,,Mansonella leopoldi,0,0,1,0,Dipetalonema leopoldi,yes,"occurs in primate papers, Dipetanolema is a subgenus of Mansonella",,Webber and Hawking 1955,"Webber, W.A.F. & Hawking, F. (1955) The filarial worms Dipetalonema digitatum and D. gracile in monkeys. Parasitology, 45, 401?408.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1144,Mansonella llewellyni,Mansonella llewellyni,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Mansonella llewellyni      ,18,Mansonella llewellyni      ,2,Reported in raccoons.  No mention of this species in particular as a zoonotic,Telford and Forrester 1991,,VR,42692,,,,NA,0,1,No,,,,Mansonella llewellyni,0,0,1,0,Mansonella llewellyni,yes,"only occurs in primates, ungulates or carnivores",,NA,"Telford Jr, S. R., & Forrester, D. J. (1991). Hemoparasites of raccoons (Procyon lotor) in Florida.?Journal of Wildlife Diseases,?27(3), 486-490.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1148,Mansonella lopeensis,Mansonella lopeensis,NA,0,,,,-1,3,,VR,42692,,,,0,Mansonella lopeensis      ,4,Mansonella lopeensis      ,1,,"Bain et al., 1995",,VR,42692,,,,NA,0,1,No,,,,Mansonella lopeensis,0,0,1,0,Mansonella (E.) lopeensis,yes,"only occurs in primates, ungulates or carnivores",,NA,"Bain, O., Moisson, P., Huerre, M., Landsoud-Soukate, J., Tutin, C., & Tch?prakoff, R. (1995). Filariae from a wild gorilla in Gabon with description of a new species of Mansonella.?Parasite,?2(3), 315-322.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1149,Mansonella mariae,Mansonella mariae,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Mansonella mariae      ,23,Mansonella mariae      ,1,Only found in nonhuman primates,Petit 1985,,VR,42692,,,,NA,0,1,No,,,,Mansonella mariae,0,0,1,0,Mansonella (T) mariae,yes,valid name in NCBI,,NCBI 474920,,Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1150,Mansonella marmosetae,Tetrapetalonema marmosetae,NA,0,,0,2,-1,2,,VR,42621,,,,0,Tetrapetalonema marmosetae      ,47,Tetrapetalonema marmosetae      ,1,,"Lowrie et al., 1978",,VR,42621,,,,NA,0,0,Yes,"Eberhard, M. L., and T. C. Orihel. ""The genus Mansonella (syn. Tetrapetalonema): a new classification."" Annales de parasitologie humaine et comparee 59.5 (1984): 483-496.",Mansonella marmosetae,,Tetrapetalonema marmosetae,0,0,1,0,Dipetalonema marmosetae,yes,synonym of Mansonella marmosetae (valid in papers),,Bain et al. 2015,"Bain, O., Mutafchiev, Y., Junker, K., Guerrero, R., Martin, C., Lefoulon, E., & Uni, S. (2015). Review of the genus Mansonella Faust, 1929 sensu lato (Nematoda: Onchocercidae), with descriptions of a new subgenus and a new subspecies. Zootaxa, 3918(2), 151-193.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1156,Mansonella mystaxi,Tetrapetalonema mystaxi,NA,0,,0,2,-1,2,,VR,42621,,,,0,Tetrapetalonema mystaxi      ,12,Tetrapetalonema mystaxi      ,0,,Eberhard 1978,,VR,42621,,,,NA,0,0,Yes,"Eberhard, M. L., and T. C. Orihel. ""The genus Mansonella (syn. Tetrapetalonema): a new classification."" Annales de parasitologie humaine et comparee 59.5 (1984): 483-496.",Mansonella mystaxi,,Tetrapetalonema mystaxi,0,0,1,0,Tetrapetalonema mystaxi,yes,synonym of Mansonella mystaxi (valid in papers),,Bain et al. 2015,"Bain, O., Mutafchiev, Y., Junker, K., Guerrero, R., Martin, C., Lefoulon, E., & Uni, S. (2015). Review of the genus Mansonella Faust, 1929 sensu lato (Nematoda: Onchocercidae), with descriptions of a new subgenus and a new subspecies. Zootaxa, 3918(2), 151-193.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1157,Mansonella papionis,Tetrapetalonema papionis,NA,0,,0,2,-1,3,,VR,42621,,,,0,Tetrapetalonema papionis      ,6,Tetrapetalonema papionis      ,0,,Dissanaike 1979,,VR,42621,,,,NA,0,0,Yes,"Eberhard, M. L., and T. C. Orihel. ""The genus Mansonella (syn. Tetrapetalonema): a new classification."" Annales de parasitologie humaine et comparee 59.5 (1984): 483-496.",Mansonella papionis,,Tetrapetalonema papionis,0,0,1,0,Tetrapetalonema papionis,yes,Bain does not mention this species specifically but has moved every other species of Tetrapetalonema into Mansonella,,Bain et al. 2015,"Bain, O., Mutafchiev, Y., Junker, K., Guerrero, R., Martin, C., Lefoulon, E., & Uni, S. (2015). Review of the genus Mansonella Faust, 1929 sensu lato (Nematoda: Onchocercidae), with descriptions of a new subgenus and a new subspecies. Zootaxa, 3918(2), 151-193.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1158,Mansonella perstans,Mansonella perstans,NA,0,,4,1,0,1,,VR,42692,0,1,"(we_already_changed_the_original_XC_scores_to_match_mine)_vector-borne_disease_(vector:_species_in_Culicoides)_that_is_sustained_without_input_from_sylvatic_transmission_cycles;__Dissanaike_1979_says_that_it_is_unclear_if_T._perstans_in_chips_and_gorillas_are_the_same_as_the_species_found_in_humans,_but_that,_regardless,_""the_human_reservoir_by_itself_is_amply_sufficient_to_maintain_transmission"".__",0,Mansonella perstans      ,3190,Mansonella perstans      ,161,,"Simonsen et al., 2011",,VR,42692,,Simonsen et al. 2011,Dissanaike 1979,NA,0,1,No,,,,Mansonella perstans,0,0,1,0,Mansonella (E.) perstans,yes,"valid name in NCBI, syn from wikipedia",,NCBI 42231,,Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1162,Mansonella peruviana,Mansonella peruviana,NA,0,,,,-1,3,,VR,42692,,,,0,Mansonella peruviana      ,75,Mansonella peruviana      ,0,,"Bain et al., 1986",,VR,42692,,,,NA,0,1,No,,,,Mansonella peruviana,0,0,1,0,Mansonella (Tetrapetalonema) peruviana,yes,valid in papers,,Bain et al. 2015,"Bain, O., Mutafchiev, Y., Junker, K., Guerrero, R., Martin, C., Lefoulon, E., & Uni, S. (2015). Review of the genus Mansonella Faust, 1929 sensu lato (Nematoda: Onchocercidae), with descriptions of a new subgenus and a new subspecies. Zootaxa, 3918(2), 151-193.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1163,Mansonella tamarinae,Mansonella tamarinae,NA,0,,,,-1,3,,VR,42692,,,,0,Mansonella tamarinae      ,12,Mansonella tamarinae      ,0,,Hortua and Orozco 2007,,VR,42692,,,,NA,0,1,No,,,,Mansonella tamarinae,0,0,1,0,Mansonella (Tetrapetalonema) tamarinae,yes,"only occurs in primates, ungulates or carnivores",,NA,"Sato, H., Leo, N., Katakai, Y., Takano, J. I., Akari, H., Nakamura, S. I., & Une, Y. (2008). Prevalence and molecular phylogenetic characterization of Trypanosoma (Megatrypanum) minasense in the peripheral blood of small neotropical primates after a quarantine period.?Journal of Parasitology,?94(5), 1128-1138.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1165,Maritrema eroliae,Maritrema eroliae,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Maritrema eroliae      ,82,Maritrema eroliae      ,14,"found in raccoon dog, could not locate any indications for in humans","Martorelli et al., 2004",,VR,42692,,,,NA,0,1,No,,,,Maritrema eroliae,0,0,0,1,Maritrema eroliae,yes,valid name in NCBI,,NCBI 944990,,Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,
1166,Maritreminoides nettae,Maritreminoides nettae,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Maritreminoides nettae      ,25,Maritreminoides nettae      ,0,,Cole and Shoop 1987,,VR,42692,,,,NA,0,1,No,,,,Maritreminoides nettae,0,0,0,1,Maritreminoides nettae,yes,valid name in http://www.itis.gov/servlet/SingleRpt/SingleRpt?search topic=TSN&search value=56471,,,,Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,
1167,Marshallagia marshalli,Marshallagia marshalli,NA,0,,3,2,2,2,,VR,42692,2,2,"Might_only_be_one_human_case?__Ghadirian_and_Arfaa_(1973)_describe_the_first_report_of_human_infection_with_Marshallagia_marshalli_(first_described_ever,_not_just_in_Iran)_and_claim_that_""Human_infection_with_Trichostrongylus_spp._is_one_of_the_most_prevalent_helminthiases_in_many_parts_of_Iran""_Also_described_by_several_sources_as_a_zoonoses_(i.e._Pestechian_et_al._2014).__However,_Bohm_et_al._2007_refers_to_Marshallagia_marshalli_as_not_zoonotic.__I_read_eight_or_nine_papers_that_discussed_Marshallagia_marshalli_(along_with_other_trichostrongylid_nematodes)_and_found_no_mention_at_all_that_it_was_transmitted_from_human-to-human_and_I_don't_think_that_trichostrongylid_nematodes_in_humans_are_that_well_studied.__Also,_Marshallagia_marshalli_rarely_infects_humans_(so_sayeth_Ghadirian_and_Arfaa,_who,_admittedly,_were_the_first_to_report_that_this_was_in_people,_at_all).__Trychostronglyus_spp._are_a_big_problem_in_domestic_livestock.__Scoring_it_as_a_1_instead_of_a_2_because_trichostrongylid_nematodes_in_humans_are_apparently_not_well_studied.",0,Marshallagia marshalli      ,550,Marshallagia marshalli      ,45,obtained by eating raw vegetables fertilized with manure,Ghadirian and Arfaa 1973,,VR,42692,,Ghadirian and Arfaa (1973),Pestechian et al. 2014 & Bohm et al. 2007,NA,0,1,No,,,,Marshallagia marshalli,0,1,0,0,Marshallagia marshalli,yes,valid name in NCBI,,NCBI 106947,,Helminth,Nematoda,Secernentea,Rhabditida,Haemonchidae,
1169,Marshallagia occidentalis,Marshallagia occidentalis,NA,0,,,1,-1,2,,VR,42692,,,,0,Marshallagia occidentalis      ,219,Marshallagia occidentalis      ,9,conspecific with M. marshalli,"Dallas et al., 2000",,VR,42692,,,,NA,0,1,No,,,,Marshallagia occidentalis,0,1,0,0,Marshallagia occidentalis,yes,valid name in NCBI,,NCBI 146285,,Helminth,Nematoda,Secernentea,Rhabditida,Haemonchidae,
1171,Mastophorus muris,Mastophorus muris,NA,0,,-1,1,-1,2,,VR,42692,,,,0,Mastophorus muris      ,407,Mastophorus muris      ,36,,"Torres et al., 2001",,VR,42692,,,,NA,0,1,No,,,,Mastophorus muris,0,0,0,1,Mastophorus muris,yes,valid name in NCBI,,NCBI 1499391,,Helminth,Nematoda,Secernentea,Spirurida,Spiruridae,
1172,Mathevotaenia megastoma,Mathevotaenia megastoma,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Mathevotaenia megastoma      ,24,Mathevotaenia megastoma      ,0,"Could find cases of other infected primates, but none with humans.  Many of the journal articles were in spanish, synonyms include Taenia metastoma, Oochoristica megastom, Atriotaenia megasttoma, and Bertiella fallax","Stuart et al., 1998",,VR,42692,,,,NA,0,1,No,,,,Mathevotaenia megastoma,0,0,0,1,Mathevotaenia megastoma,yes,"only occurs in primates, ungulates or carnivores",,NA,"Stuart, M., Pendergast, V., Rumfelt, S., Pierberg, S., Greenspan, L., Glander, K., & Clarke, M. (1998). Parasites of wild howlers (Alouatta spp.).International Journal of Primatology,?19(3), 493-512.",Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,
1173,Mazamastrongylus odocoilei,Mazamastrongylus odocoilei,NA,0,,-1,2,-1,3,,VR,42692,,,,0,Mazamastrongylus odocoilei      ,69,Mazamastrongylus odocoilei      ,6,Found in deer and other wild ruminants,"Lichtenfels et al., 1997",,VR,42692,,,,NA,0,1,No,,,,Mazamastrongylus odocoilei,0,1,0,0,Mazamastrongylus odocoilei,yes,valid name in NCBI,,NCBI 85880,,Helminth,Nematoda,Secernentea,Rhabditida,Haemonchidae,
1174,Mazamastrongylus pursglovei,Mazamastrongylus pursglovei,NA,0,,-1,,-1,3,,VR,42692,,,,0,Mazamastrongylus pursglovei      ,30,Mazamastrongylus pursglovei      ,6,,"Lichtenfels et al., 1997",,VR,42692,,,,NA,0,1,No,,,,Mazamastrongylus pursglovei,0,1,0,0,Mazamastrongylus pursglovei,yes,"only occurs in primates, ungulates or carnivores",,NA,"Lichtenfels, J. R., et al. ""A comparison of cuticular ridge patterns and other morphological characters of Mazamastrongylus odocoilei and Mazamastrongylus pursglovei (Nematoda: Trichostrongyloidea) from white-tailed deer Odocoileus virginianus.""?Systematic Parasitology?24.1 (1993): 1-15.",Helminth,Nematoda,Secernentea,Rhabditida,Haemonchidae,
1175,Mediorhynchus robustus,Mediorhynchus robustus,NA,0,,-1,2,-1,3,,VR,42692,,,,0,Mediorhynchus robustus      ,46,Mediorhynchus robustus      ,2,"Mostly parasitizes birds but has been seen in racoon dogs, weasles, and other rodents",Goater and Bush 1988,,VR,42692,,,,NA,0,1,No,,,,Mediorhynchus robustus,0,0,0,1,Mediorhynchus robustus,yes,valid according to ITIS report,,NA,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search topic=TSN&search value=196551,Helminth,Acanthocephala,Archiacanthocephala,Gigantorhynchida,Gigantorhynchidae,
1176,Megacooperia woodfordi,Megacooperia woodfordi,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Megacooperia woodfordi      ,4,Megacooperia woodfordi      ,1,Helminth parasite of antelope found in South Africa,"Boomker et al., 1991",,VR,42692,,,,NA,0,1,No,,,,Megacooperia woodfordi,0,1,0,0,Megacooperia woodfordi,yes,valid name in GBIF,,GBIF ID 1057344889,http://www.gbif.org/occurrence/1057344889,Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
1177,Meningonema peruzzii,Meningonema peruzzii,NA,0,,2,2,2,3,,VR,42692,2,2,"Not_that_well_studied,_it_seems,_and_sometimes_confused_with_or_used_as_a_synonym_for_Mansonella_perstans,_but_they_are_distinct_spp.__Referred_to_as_zoonotic_by_Orihel_&_Eberhard_1998,_Ngure_et_al._2008,_and_Simonsen_et_al._2011,_although_neither_specify_a_mode_of_transmission_from_monkey_reservoirs_to_humans.",Meningonema_peruzzii_transmission,Meningonema peruzzii      ,48,Meningonema peruzzii      ,2,,"Boussinesq et al., 1995",,VR,42692,,Orihel & Eberhard 1998,Ngure et al. 2008,NA,0,1,No,,,,Meningonema peruzzii,0,0,1,0,Meningonema peruzzii,yes,"only occurs in primates, ungulates or carnivores",,NA,"Orihel, T. C., & Esslinger, J. H. (1973). Meningonema peruzzii gen. et sp. n.(Nematoda: Filarioidea) from the central nervous system of African monkeys.?The Journal of parasitology, 437-441.",Helminth,Nematoda,Secernentea,Strongylida,Filarioidea,
1178,Mesocestoides canislagopodis,Mesocestoides canislagopodis,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Mesocestoides canislagopodis      ,23,Mesocestoides canislagopodis      ,3,"Found in Arctic foxes and dogs in Iceland, no human cases reported","Loos-Frank et al., 1982",,VR,42692,,,,NA,0,1,No,,,,Mesocestoides canislagopodis,0,0,0,1,Mesocestoides canislagopodis,yes,valid name in NCBI,,NCBI 1819229,,Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Mesocestoididae,
1179,Mesocestoides corti,Mesocestoides corti,NA,0,,-1,2,-1,1,,VR,42692,,,,0,Mesocestoides corti      ,2140,Mesocestoides corti      ,239,found in mice ,"Eckert et al., 1969",,VR,42692,,,,NA,0,1,No,,,,Mesocestoides corti,0,0,0,1,Mesocestoides corti,yes,valid name in NCBI,,NCBI 53468,,Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Mesocestoididae,
1180,Mesocestoides kirbyi,Mesocestoides kirbyi,NA,0,,,,-1,3,,VR,42691,,,,0,Mesocestoides kirbyi      ,89,Mesocestoides kirbyi      ,1,,Shults 1970,,VR,42691,,,,NA,0,1,No,,,,Mesocestoides kirbyi,0,0,0,1,Mesocestoides kirbyi,yes,valid name in GBIF,,GBIF ID 7010231,http://www.gbif.org/species/7010231,Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Mesocestoididae,
1181,Mesocestoides lineatus,Mesocestoides lineatus,NA,0,,2,1,2,1,,VR,42691,2,1,"Very_rare._GIDEON:_some_confirmed_human_cases_(although_not_many).__Acha:_not_that_well_studied,_but_definitive_hosts_are_foxes,_cats,_dogs,_and_some_spp_of_wild_carnivores.__Invertebrate_and_rodent_(+cats,_dogs,_birds,_amphibians,_and_reptiles...)_are_intermediate_hosts.__When_a_definitive_host_ingests_an_infected_intermediate_host,_the_larval_form_(one_of_several_life_forms)_develops_into_an_adult_cestode_in_the_host's_intestine,_which_takes_2-4_weeks.__Humans_can_(rarely)_get_the_parasite_by_eating_undercooked_or_raw_infected_meat.__As_transmission_is_via_ingestion,_unlikely_human-to-human_transmission.",0,Mesocestoides lineatus      ,1020,Mesocestoides lineatus      ,65,,"Eom et al., 1992",,VR,42691,,,,NA,0,1,No,,,,Mesocestoides lineatus,0,0,0,1,Mesocestoides lineatus,yes,valid name in NCBI,,NCBI 160008,,Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Mesocestoididae,
